<config.params object at 0x7ff5fde30d30>
best_epoch 126, best_loss: 15.61957586
Train 151, loss: 0.01833072
best_epoch 126, best_loss: 15.61957586
Train 152, loss: 0.01876423
best_epoch 126, best_loss: 15.61957586
Train 153, loss: 0.01891904
best_epoch 126, best_loss: 15.61957586
Train 154, loss: 0.01800225
best_epoch 126, best_loss: 15.61957586
Train 155, loss: 0.01828181
best_epoch 126, best_loss: 15.61957586
Train 156, loss: 0.01962066
best_epoch 126, best_loss: 15.61957586
Train 157, loss: 0.01930136
best_epoch 126, best_loss: 15.61957586
Train 158, loss: 0.01869992
best_epoch 126, best_loss: 15.61957586
Train 159, loss: 0.01859887
best_epoch 126, best_loss: 15.61957586
Train 160, loss: 0.01838235
best_epoch 126, best_loss: 15.61957586
Train 161, loss: 0.01824983
best_epoch 126, best_loss: 15.61957586
Train 162, loss: 0.01834246
best_epoch 126, best_loss: 15.61957586
Train 163, loss: 0.01797708
best_epoch 126, best_loss: 15.61957586
Train 164, loss: 0.01785306
best_epoch 126, best_loss: 15.61957586
Train 165, loss: 0.01798722
best_epoch 126, best_loss: 15.61957586
Train 166, loss: 0.01802463
best_epoch 126, best_loss: 15.61957586
Train 167, loss: 0.01771717
best_epoch 126, best_loss: 15.61957586
Train 168, loss: 0.01784927
best_epoch 126, best_loss: 15.61957586
Train 169, loss: 0.01788327
best_epoch 126, best_loss: 15.61957586
Train 170, loss: 0.01739746
best_epoch 126, best_loss: 15.61957586
Train 171, loss: 0.01719955
best_epoch 126, best_loss: 15.61957586
Train 172, loss: 0.01973502
best_epoch 126, best_loss: 15.61957586
Train 173, loss: 0.01911200
best_epoch 126, best_loss: 15.61957586
Train 174, loss: 0.01848119
best_epoch 126, best_loss: 15.61957586
Train 175, loss: 0.01890418
best_epoch 126, best_loss: 15.61957586
Train 176, loss: 0.01811880
best_epoch 126, best_loss: 15.61957586
Train 177, loss: 0.01727926
best_epoch 126, best_loss: 15.61957586
Train 178, loss: 0.01725723
best_epoch 126, best_loss: 15.61957586
Train 179, loss: 0.01760847
best_epoch 126, best_loss: 15.61957586
Train 180, loss: 0.01671936
best_epoch 126, best_loss: 15.61957586
Train 181, loss: 0.01772755
best_epoch 126, best_loss: 15.61957586
Train 182, loss: 0.01652406
best_epoch 126, best_loss: 15.61957586
Train 183, loss: 0.01641209
best_epoch 126, best_loss: 15.61957586
Train 184, loss: 0.01615252
best_epoch 184, best_loss: 15.27298904
Train 185, loss: 0.01566410
best_epoch 185, best_loss: 14.92463349
Train 186, loss: 0.01573189
best_epoch 186, best_loss: 13.63730942
Train 187, loss: 0.01599622
best_epoch 186, best_loss: 13.63730942
Train 188, loss: 0.01556247
best_epoch 186, best_loss: 13.63730942
Train 189, loss: 0.01578477
best_epoch 186, best_loss: 13.63730942
Train 190, loss: 0.01634229
best_epoch 186, best_loss: 13.63730942
Train 191, loss: 0.01613133
best_epoch 186, best_loss: 13.63730942
Train 192, loss: 0.01600600
best_epoch 186, best_loss: 13.63730942
Train 193, loss: 0.01595118
best_epoch 186, best_loss: 13.63730942
Train 194, loss: 0.01574984
best_epoch 186, best_loss: 13.63730942
Train 195, loss: 0.01541978
best_epoch 195, best_loss: 12.53942513
Train 196, loss: 0.01668486
best_epoch 195, best_loss: 12.53942513
Train 197, loss: 0.01560314
best_epoch 195, best_loss: 12.53942513
Train 198, loss: 0.01537615
best_epoch 195, best_loss: 12.53942513
Train 199, loss: 0.01554634
best_epoch 195, best_loss: 12.53942513
Train 200, loss: 0.01520080
best_epoch 195, best_loss: 12.53942513
<config.params object at 0x7f0fd0bc1df0>
Train 1, loss: 0.01591873
best_epoch 1, best_loss: 25.61631712
Train 2, loss: 0.01463082
best_epoch 2, best_loss: 21.41547975
<config.params object at 0x7fe1c309bdf0>
Train 1, loss: 0.01764336
best_epoch 1, best_loss: 34.95714683
Train 2, loss: 0.02169081
best_epoch 1, best_loss: 34.95714683
Train 3, loss: 0.02143233
best_epoch 1, best_loss: 34.95714683
Train 4, loss: 0.01974800
best_epoch 4, best_loss: 31.54811765
Train 5, loss: 0.01730240
best_epoch 5, best_loss: 27.77030761
Train 6, loss: 0.01835871
best_epoch 5, best_loss: 27.77030761
Train 7, loss: 0.01585733
best_epoch 7, best_loss: 26.32855983
Train 8, loss: 0.01507908
best_epoch 8, best_loss: 21.14772411
Train 9, loss: 0.01409519
best_epoch 9, best_loss: 16.84784825
Train 10, loss: 0.01562909
best_epoch 9, best_loss: 16.84784825
Train 11, loss: 0.01908894
best_epoch 9, best_loss: 16.84784825
Train 12, loss: 0.01731594
best_epoch 9, best_loss: 16.84784825
Train 13, loss: 0.01491183
best_epoch 9, best_loss: 16.84784825
Train 14, loss: 0.01760007
best_epoch 9, best_loss: 16.84784825
Train 15, loss: 0.01665428
best_epoch 9, best_loss: 16.84784825
Train 16, loss: 0.01540065
best_epoch 9, best_loss: 16.84784825
Train 17, loss: 0.02272946
best_epoch 9, best_loss: 16.84784825
Train 18, loss: 0.01767553
best_epoch 9, best_loss: 16.84784825
Train 19, loss: 0.01539456
best_epoch 9, best_loss: 16.84784825
Train 20, loss: 0.01677098
best_epoch 9, best_loss: 16.84784825
Train 21, loss: 0.01437291
best_epoch 9, best_loss: 16.84784825
Train 22, loss: 0.01654337
best_epoch 9, best_loss: 16.84784825
Train 23, loss: 0.01415304
best_epoch 9, best_loss: 16.84784825
Train 24, loss: 0.01475560
best_epoch 9, best_loss: 16.84784825
Train 25, loss: 0.01436697
best_epoch 9, best_loss: 16.84784825
Train 26, loss: 0.01341450
best_epoch 9, best_loss: 16.84784825
Train 27, loss: 0.01380104
best_epoch 9, best_loss: 16.84784825
Train 28, loss: 0.01709551
best_epoch 9, best_loss: 16.84784825
Train 29, loss: 0.01509207
best_epoch 9, best_loss: 16.84784825
Train 30, loss: 0.01452819
best_epoch 9, best_loss: 16.84784825
Train 31, loss: 0.01343214
best_epoch 9, best_loss: 16.84784825
Train 32, loss: 0.01369027
best_epoch 9, best_loss: 16.84784825
Train 33, loss: 0.01446616
best_epoch 9, best_loss: 16.84784825
Train 34, loss: 0.01530920
best_epoch 9, best_loss: 16.84784825
Train 35, loss: 0.01495116
best_epoch 9, best_loss: 16.84784825
Train 36, loss: 0.01579618
best_epoch 9, best_loss: 16.84784825
Train 37, loss: 0.01548338
best_epoch 9, best_loss: 16.84784825
Train 38, loss: 0.01772535
best_epoch 9, best_loss: 16.84784825
Train 39, loss: 0.01586885
best_epoch 9, best_loss: 16.84784825
Train 40, loss: 0.01367001
best_epoch 40, best_loss: 14.38787261
Train 41, loss: 0.01300353
best_epoch 40, best_loss: 14.38787261
Train 42, loss: 0.01307543
best_epoch 42, best_loss: 14.33408500
Train 43, loss: 0.01339766
best_epoch 42, best_loss: 14.33408500
Train 44, loss: 0.01272345
best_epoch 42, best_loss: 14.33408500
Train 45, loss: 0.01285076
best_epoch 42, best_loss: 14.33408500
Train 46, loss: 0.01285601
best_epoch 42, best_loss: 14.33408500
Train 47, loss: 0.01247044
best_epoch 47, best_loss: 13.90725743
Train 48, loss: 0.01288115
best_epoch 47, best_loss: 13.90725743
Train 49, loss: 0.01795257
best_epoch 47, best_loss: 13.90725743
Train 50, loss: 0.01958175
best_epoch 47, best_loss: 13.90725743
Train 51, loss: 0.01797516
best_epoch 47, best_loss: 13.90725743
Train 52, loss: 0.01725776
best_epoch 47, best_loss: 13.90725743
Train 53, loss: 0.01649995
best_epoch 47, best_loss: 13.90725743
Train 54, loss: 0.01564419
best_epoch 47, best_loss: 13.90725743
Train 55, loss: 0.01527530
best_epoch 47, best_loss: 13.90725743
Train 56, loss: 0.01538150
best_epoch 47, best_loss: 13.90725743
Train 57, loss: 0.01977608
best_epoch 47, best_loss: 13.90725743
Train 58, loss: 0.01949284
best_epoch 47, best_loss: 13.90725743
Train 59, loss: 0.01673347
best_epoch 47, best_loss: 13.90725743
Train 60, loss: 0.01641809
best_epoch 47, best_loss: 13.90725743
Train 61, loss: 0.01639296
best_epoch 47, best_loss: 13.90725743
Train 62, loss: 0.01695401
best_epoch 47, best_loss: 13.90725743
Train 63, loss: 0.01666567
best_epoch 47, best_loss: 13.90725743
Train 64, loss: 0.01692087
best_epoch 47, best_loss: 13.90725743
Train 65, loss: 0.01649837
best_epoch 47, best_loss: 13.90725743
Train 66, loss: 0.01663923
best_epoch 47, best_loss: 13.90725743
Train 67, loss: 0.01721692
best_epoch 47, best_loss: 13.90725743
Train 68, loss: 0.01617720
best_epoch 47, best_loss: 13.90725743
Train 69, loss: 0.01552515
best_epoch 47, best_loss: 13.90725743
Train 70, loss: 0.01546939
best_epoch 47, best_loss: 13.90725743
Train 71, loss: 0.01456723
best_epoch 47, best_loss: 13.90725743
Train 72, loss: 0.01438558
best_epoch 72, best_loss: 11.85234410
Train 73, loss: 0.01431492
best_epoch 72, best_loss: 11.85234410
Train 74, loss: 0.01396904
best_epoch 72, best_loss: 11.85234410
Train 75, loss: 0.01439798
best_epoch 72, best_loss: 11.85234410
Train 76, loss: 0.01423414
best_epoch 76, best_loss: 11.28643821
Train 77, loss: 0.01484974
best_epoch 76, best_loss: 11.28643821
Train 78, loss: 0.01841379
best_epoch 76, best_loss: 11.28643821
Train 79, loss: 0.01691373
best_epoch 76, best_loss: 11.28643821
Train 80, loss: 0.01588227
best_epoch 76, best_loss: 11.28643821
Train 81, loss: 0.01535735
best_epoch 76, best_loss: 11.28643821
Train 82, loss: 0.01504010
best_epoch 76, best_loss: 11.28643821
Train 83, loss: 0.01463651
best_epoch 83, best_loss: 10.99183057
Train 84, loss: 0.01465986
best_epoch 83, best_loss: 10.99183057
Train 85, loss: 0.01613233
best_epoch 83, best_loss: 10.99183057
Train 86, loss: 0.01478300
best_epoch 83, best_loss: 10.99183057
Train 87, loss: 0.01440232
best_epoch 83, best_loss: 10.99183057
Train 88, loss: 0.01491081
best_epoch 83, best_loss: 10.99183057
Train 89, loss: 0.01523228
best_epoch 83, best_loss: 10.99183057
Train 90, loss: 0.01501663
best_epoch 83, best_loss: 10.99183057
Train 91, loss: 0.01530009
best_epoch 83, best_loss: 10.99183057
Train 92, loss: 0.01456070
best_epoch 83, best_loss: 10.99183057
Train 93, loss: 0.01463365
best_epoch 83, best_loss: 10.99183057
Train 94, loss: 0.01498586
best_epoch 83, best_loss: 10.99183057
Train 95, loss: 0.01427214
best_epoch 83, best_loss: 10.99183057
Train 96, loss: 0.01406827
best_epoch 96, best_loss: 10.38013221
Train 97, loss: 0.01434210
best_epoch 96, best_loss: 10.38013221
Train 98, loss: 0.01481563
best_epoch 96, best_loss: 10.38013221
Train 99, loss: 0.01470616
best_epoch 96, best_loss: 10.38013221
Train 100, loss: 0.01396482
best_epoch 96, best_loss: 10.38013221
Train 101, loss: 0.01388885
best_epoch 101, best_loss: 9.79319061
Train 102, loss: 0.01395393
best_epoch 101, best_loss: 9.79319061
Train 103, loss: 0.01397673
best_epoch 101, best_loss: 9.79319061
Train 104, loss: 0.01427994
best_epoch 101, best_loss: 9.79319061
Train 105, loss: 0.01469144
best_epoch 101, best_loss: 9.79319061
Train 106, loss: 0.01435284
best_epoch 101, best_loss: 9.79319061
Train 107, loss: 0.01480929
best_epoch 101, best_loss: 9.79319061
Train 108, loss: 0.01487123
best_epoch 101, best_loss: 9.79319061
Train 109, loss: 0.01473875
best_epoch 101, best_loss: 9.79319061
Train 110, loss: 0.01447827
best_epoch 101, best_loss: 9.79319061
Train 111, loss: 0.01406836
best_epoch 101, best_loss: 9.79319061
Train 112, loss: 0.01388912
best_epoch 101, best_loss: 9.79319061
Train 113, loss: 0.01378173
best_epoch 101, best_loss: 9.79319061
Train 114, loss: 0.01435519
best_epoch 101, best_loss: 9.79319061
Train 115, loss: 0.01566932
best_epoch 101, best_loss: 9.79319061
Train 116, loss: 0.01507129
best_epoch 101, best_loss: 9.79319061
Train 117, loss: 0.01466240
best_epoch 101, best_loss: 9.79319061
Train 118, loss: 0.01479904
best_epoch 101, best_loss: 9.79319061
Train 119, loss: 0.01563855
best_epoch 101, best_loss: 9.79319061
Train 120, loss: 0.01720699
best_epoch 101, best_loss: 9.79319061
Train 121, loss: 0.01599331
best_epoch 101, best_loss: 9.79319061
Train 122, loss: 0.01571928
best_epoch 101, best_loss: 9.79319061
Train 123, loss: 0.01569006
best_epoch 101, best_loss: 9.79319061
Train 124, loss: 0.01524219
best_epoch 101, best_loss: 9.79319061
Train 125, loss: 0.01498756
best_epoch 101, best_loss: 9.79319061
Train 126, loss: 0.01520281
best_epoch 101, best_loss: 9.79319061
Train 127, loss: 0.01486370
best_epoch 101, best_loss: 9.79319061
Train 128, loss: 0.01561192
best_epoch 101, best_loss: 9.79319061
Train 129, loss: 0.01408552
best_epoch 101, best_loss: 9.79319061
Train 130, loss: 0.01376590
best_epoch 101, best_loss: 9.79319061
Train 131, loss: 0.01356925
best_epoch 101, best_loss: 9.79319061
Train 132, loss: 0.01360834
best_epoch 101, best_loss: 9.79319061
Train 133, loss: 0.01334280
best_epoch 101, best_loss: 9.79319061
Train 134, loss: 0.01312536
best_epoch 134, best_loss: 9.61530822
Train 135, loss: 0.01314524
best_epoch 134, best_loss: 9.61530822
Train 136, loss: 0.01420593
best_epoch 134, best_loss: 9.61530822
Train 137, loss: 0.01366156
best_epoch 134, best_loss: 9.61530822
Train 138, loss: 0.01355972
best_epoch 134, best_loss: 9.61530822
Train 139, loss: 0.01416540
best_epoch 134, best_loss: 9.61530822
Train 140, loss: 0.01360403
best_epoch 134, best_loss: 9.61530822
Train 141, loss: 0.01381320
best_epoch 134, best_loss: 9.61530822
Train 142, loss: 0.01447540
best_epoch 134, best_loss: 9.61530822
Train 143, loss: 0.01467783
best_epoch 134, best_loss: 9.61530822
Train 144, loss: 0.01429194
best_epoch 134, best_loss: 9.61530822
Train 145, loss: 0.01423926
best_epoch 134, best_loss: 9.61530822
Train 146, loss: 0.01431301
best_epoch 134, best_loss: 9.61530822
Train 147, loss: 0.01374055
best_epoch 134, best_loss: 9.61530822
Train 148, loss: 0.01373577
best_epoch 134, best_loss: 9.61530822
Train 149, loss: 0.01361231
best_epoch 134, best_loss: 9.61530822
Train 150, loss: 0.01339719
best_epoch 134, best_loss: 9.61530822
Train 151, loss: 0.01313560
best_epoch 151, best_loss: 8.96526444
Train 152, loss: 0.01369468
best_epoch 151, best_loss: 8.96526444
Train 153, loss: 0.01427565
best_epoch 151, best_loss: 8.96526444
Train 154, loss: 0.01413875
best_epoch 151, best_loss: 8.96526444
Train 155, loss: 0.01439494
best_epoch 151, best_loss: 8.96526444
Train 156, loss: 0.01505011
best_epoch 151, best_loss: 8.96526444
Train 157, loss: 0.01409012
best_epoch 151, best_loss: 8.96526444
Train 158, loss: 0.01336575
best_epoch 151, best_loss: 8.96526444
Train 159, loss: 0.01351405
best_epoch 151, best_loss: 8.96526444
Train 160, loss: 0.01371921
best_epoch 151, best_loss: 8.96526444
Train 161, loss: 0.01361985
best_epoch 151, best_loss: 8.96526444
Train 162, loss: 0.01384060
best_epoch 151, best_loss: 8.96526444
Train 163, loss: 0.01338695
best_epoch 151, best_loss: 8.96526444
Train 164, loss: 0.01316787
best_epoch 151, best_loss: 8.96526444
Train 165, loss: 0.01297243
best_epoch 151, best_loss: 8.96526444
Train 166, loss: 0.01368044
best_epoch 151, best_loss: 8.96526444
<config.params object at 0x7fa2d9451df0>
Train 1, loss: 0.01066103
best_epoch 1, best_loss: 6.26249719
Train 2, loss: 0.01023435
best_epoch 1, best_loss: 6.26249719
Train 3, loss: 0.01218622
best_epoch 1, best_loss: 6.26249719
<config.params object at 0x7fa7db8fedf0>
Train 1, loss: 0.01072374
best_epoch 1, best_loss: 7.43780611
Train 2, loss: 0.01098399
best_epoch 1, best_loss: 7.43780611
Train 3, loss: 0.01062649
best_epoch 1, best_loss: 7.43780611
Train 4, loss: 0.01066623
best_epoch 1, best_loss: 7.43780611
Train 5, loss: 0.01054963
best_epoch 1, best_loss: 7.43780611
Train 6, loss: 0.01055140
best_epoch 1, best_loss: 7.43780611
Train 7, loss: 0.01054701
best_epoch 1, best_loss: 7.43780611
<config.params object at 0x7f5edb55fdf0>
Train 1, loss: 0.01070838
best_epoch 1, best_loss: 18.86402002
Train 2, loss: 0.01035815
best_epoch 2, best_loss: 10.95240831
<config.params object at 0x7f7f8d48cdf0>
<config.params object at 0x7ff717428df0>
Train 1, loss: 0.01898544
best_epoch 1, best_loss: 16.89377519
Train 2, loss: 0.01766157
best_epoch 2, best_loss: 14.43119679
Train 3, loss: 0.01735218
best_epoch 2, best_loss: 14.43119679
Train 4, loss: 0.01712885
best_epoch 4, best_loss: 14.37697111
Train 5, loss: 0.01696758
best_epoch 5, best_loss: 13.58776220
Train 6, loss: 0.01689093
best_epoch 5, best_loss: 13.58776220
Train 7, loss: 0.01688272
best_epoch 5, best_loss: 13.58776220
Train 8, loss: 0.01677222
best_epoch 8, best_loss: 13.52678856
Train 9, loss: 0.01669624
best_epoch 8, best_loss: 13.52678856
Train 10, loss: 0.01663526
best_epoch 8, best_loss: 13.52678856
Train 11, loss: 0.01658324
best_epoch 11, best_loss: 13.14109562
Train 12, loss: 0.01658289
best_epoch 12, best_loss: 13.12410777
Train 13, loss: 0.01655443
best_epoch 12, best_loss: 13.12410777
Train 14, loss: 0.01657251
best_epoch 12, best_loss: 13.12410777
Train 15, loss: 0.01657757
best_epoch 12, best_loss: 13.12410777
Train 16, loss: 0.01646591
best_epoch 12, best_loss: 13.12410777
Train 17, loss: 0.01649116
best_epoch 12, best_loss: 13.12410777
Train 18, loss: 0.01670627
best_epoch 18, best_loss: 13.04576521
Train 19, loss: 0.01649983
best_epoch 18, best_loss: 13.04576521
Train 20, loss: 0.01645966
best_epoch 18, best_loss: 13.04576521
Train 21, loss: 0.01642635
best_epoch 18, best_loss: 13.04576521
Train 22, loss: 0.01644410
best_epoch 18, best_loss: 13.04576521
Train 23, loss: 0.01633594
best_epoch 23, best_loss: 12.78944076
Train 24, loss: 0.01631075
best_epoch 23, best_loss: 12.78944076
Train 25, loss: 0.01639324
best_epoch 25, best_loss: 12.68454412
Train 26, loss: 0.01626860
best_epoch 25, best_loss: 12.68454412
Train 27, loss: 0.01627944
best_epoch 25, best_loss: 12.68454412
Train 28, loss: 0.01620375
best_epoch 28, best_loss: 12.40344311
Train 29, loss: 0.01626782
best_epoch 28, best_loss: 12.40344311
Train 30, loss: 0.01620060
best_epoch 28, best_loss: 12.40344311
Train 31, loss: 0.01618606
best_epoch 28, best_loss: 12.40344311
Train 32, loss: 0.01616503
best_epoch 28, best_loss: 12.40344311
Train 33, loss: 0.01611149
best_epoch 33, best_loss: 12.27630664
Train 34, loss: 0.01608801
best_epoch 33, best_loss: 12.27630664
Train 35, loss: 0.01606896
best_epoch 33, best_loss: 12.27630664
Train 36, loss: 0.01607488
best_epoch 36, best_loss: 12.04811286
Train 37, loss: 0.01606208
best_epoch 36, best_loss: 12.04811286
Train 38, loss: 0.01606348
best_epoch 36, best_loss: 12.04811286
Train 39, loss: 0.01601067
best_epoch 36, best_loss: 12.04811286
Train 40, loss: 0.01602995
best_epoch 36, best_loss: 12.04811286
Train 41, loss: 0.01602971
best_epoch 36, best_loss: 12.04811286
Train 42, loss: 0.01605266
best_epoch 36, best_loss: 12.04811286
Train 43, loss: 0.01606231
best_epoch 36, best_loss: 12.04811286
Train 44, loss: 0.01606500
best_epoch 36, best_loss: 12.04811286
Train 45, loss: 0.01604912
best_epoch 36, best_loss: 12.04811286
Train 46, loss: 0.01606052
best_epoch 36, best_loss: 12.04811286
Train 47, loss: 0.01607378
best_epoch 36, best_loss: 12.04811286
Train 48, loss: 0.01599101
best_epoch 36, best_loss: 12.04811286
Train 49, loss: 0.01600681
best_epoch 36, best_loss: 12.04811286
Train 50, loss: 0.01599255
best_epoch 36, best_loss: 12.04811286
Train 51, loss: 0.01598382
best_epoch 36, best_loss: 12.04811286
Train 52, loss: 0.01600048
best_epoch 52, best_loss: 12.01885878
Train 53, loss: 0.01599372
best_epoch 52, best_loss: 12.01885878
Train 54, loss: 0.01595383
best_epoch 52, best_loss: 12.01885878
Train 55, loss: 0.01591654
best_epoch 52, best_loss: 12.01885878
Train 56, loss: 0.01590803
best_epoch 56, best_loss: 11.87508474
Train 57, loss: 0.01591411
best_epoch 57, best_loss: 11.81442997
Train 58, loss: 0.01589704
best_epoch 57, best_loss: 11.81442997
Train 59, loss: 0.01591227
best_epoch 57, best_loss: 11.81442997
Train 60, loss: 0.01587234
best_epoch 57, best_loss: 11.81442997
Train 61, loss: 0.01585248
best_epoch 57, best_loss: 11.81442997
Train 62, loss: 0.01582257
best_epoch 57, best_loss: 11.81442997
Train 63, loss: 0.01582935
best_epoch 57, best_loss: 11.81442997
<config.params object at 0x7f0357ae4df0>
Train 1, loss: 0.02180551
best_epoch 1, best_loss: 131.98942487
<config.params object at 0x7f0ea3ac0df0>
Train 1, loss: 0.02171615
best_epoch 1, best_loss: 22.29175627
Train 2, loss: 0.02158521
best_epoch 1, best_loss: 22.29175627
Train 3, loss: 0.02157078
best_epoch 1, best_loss: 22.29175627
<config.params object at 0x7f740e89edf0>
Train 1, loss: 0.02209385
best_epoch 1, best_loss: 23.13659293
Train 2, loss: 0.02197499
best_epoch 1, best_loss: 23.13659293
Train 3, loss: 0.02178790
best_epoch 1, best_loss: 23.13659293
Train 4, loss: 0.02174901
best_epoch 1, best_loss: 23.13659293
Train 5, loss: 0.02170715
best_epoch 5, best_loss: 22.64789659
Train 6, loss: 0.02170241
best_epoch 5, best_loss: 22.64789659
Train 7, loss: 0.02163184
best_epoch 7, best_loss: 22.53950668
Train 8, loss: 0.02157429
best_epoch 7, best_loss: 22.53950668
Train 9, loss: 0.02160995
best_epoch 9, best_loss: 22.45761954
Train 10, loss: 0.02170301
best_epoch 9, best_loss: 22.45761954
Train 11, loss: 0.02169193
best_epoch 9, best_loss: 22.45761954
Train 12, loss: 0.02163118
best_epoch 12, best_loss: 22.44811793
Train 13, loss: 0.02164913
best_epoch 12, best_loss: 22.44811793
Train 14, loss: 0.02158880
best_epoch 12, best_loss: 22.44811793
Train 15, loss: 0.02160215
best_epoch 12, best_loss: 22.44811793
Train 16, loss: 0.02163507
best_epoch 12, best_loss: 22.44811793
Train 17, loss: 0.02161522
best_epoch 12, best_loss: 22.44811793
Train 18, loss: 0.02156664
best_epoch 18, best_loss: 22.24160143
Train 19, loss: 0.02145681
best_epoch 19, best_loss: 21.84181182
Train 20, loss: 0.02146423
best_epoch 19, best_loss: 21.84181182
Train 21, loss: 0.02158585
best_epoch 19, best_loss: 21.84181182
Train 22, loss: 0.02155285
best_epoch 19, best_loss: 21.84181182
Train 23, loss: 0.02146226
best_epoch 19, best_loss: 21.84181182
Train 24, loss: 0.02133090
best_epoch 19, best_loss: 21.84181182
Train 25, loss: 0.02148266
best_epoch 19, best_loss: 21.84181182
Train 26, loss: 0.02160382
best_epoch 19, best_loss: 21.84181182
Train 27, loss: 0.02156858
best_epoch 19, best_loss: 21.84181182
Train 28, loss: 0.02156006
best_epoch 19, best_loss: 21.84181182
Train 29, loss: 0.02154793
best_epoch 19, best_loss: 21.84181182
Train 30, loss: 0.02158430
best_epoch 19, best_loss: 21.84181182
Train 31, loss: 0.02160429
best_epoch 19, best_loss: 21.84181182
Train 32, loss: 0.02160201
best_epoch 19, best_loss: 21.84181182
Train 33, loss: 0.02159959
best_epoch 19, best_loss: 21.84181182
Train 34, loss: 0.02158197
best_epoch 19, best_loss: 21.84181182
<config.params object at 0x7fc18ea76df0>
Train 1, loss: 0.01643966
best_epoch 1, best_loss: 12.93100741
Train 2, loss: 0.01613707
best_epoch 1, best_loss: 12.93100741
Train 3, loss: 0.01594708
best_epoch 1, best_loss: 12.93100741
Train 4, loss: 0.01559980
best_epoch 1, best_loss: 12.93100741
<config.params object at 0x7f100e47adf0>
Train 1, loss: 0.01557941
best_epoch 1, best_loss: 19.48630829
Train 2, loss: 0.01436718
best_epoch 2, best_loss: 12.42726301
Train 3, loss: 0.01397086
best_epoch 2, best_loss: 12.42726301
Train 4, loss: 0.01368956
best_epoch 2, best_loss: 12.42726301
Train 5, loss: 0.01366410
best_epoch 2, best_loss: 12.42726301
Train 6, loss: 0.01362867
best_epoch 2, best_loss: 12.42726301
Train 7, loss: 0.01351431
best_epoch 2, best_loss: 12.42726301
Train 8, loss: 0.01340700
best_epoch 2, best_loss: 12.42726301
Train 9, loss: 0.01327396
best_epoch 2, best_loss: 12.42726301
Train 10, loss: 0.01322580
best_epoch 2, best_loss: 12.42726301
Train 11, loss: 0.01317507
best_epoch 2, best_loss: 12.42726301
Train 12, loss: 0.01307393
best_epoch 2, best_loss: 12.42726301
Train 13, loss: 0.01302875
best_epoch 2, best_loss: 12.42726301
Train 14, loss: 0.01319720
best_epoch 2, best_loss: 12.42726301
Train 15, loss: 0.01317857
best_epoch 2, best_loss: 12.42726301
Train 16, loss: 0.01307778
best_epoch 16, best_loss: 8.85082649
Train 17, loss: 0.01296904
best_epoch 16, best_loss: 8.85082649
Train 18, loss: 0.01329957
best_epoch 16, best_loss: 8.85082649
Train 19, loss: 0.01296705
best_epoch 16, best_loss: 8.85082649
Train 20, loss: 0.01288550
best_epoch 16, best_loss: 8.85082649
Train 21, loss: 0.01282945
best_epoch 16, best_loss: 8.85082649
Train 22, loss: 0.01281971
best_epoch 16, best_loss: 8.85082649
Train 23, loss: 0.01281492
best_epoch 16, best_loss: 8.85082649
Train 24, loss: 0.01283994
best_epoch 16, best_loss: 8.85082649
Train 25, loss: 0.01287502
best_epoch 16, best_loss: 8.85082649
Train 26, loss: 0.01285351
best_epoch 16, best_loss: 8.85082649
Train 27, loss: 0.01299546
best_epoch 16, best_loss: 8.85082649
Train 28, loss: 0.01282720
best_epoch 16, best_loss: 8.85082649
Train 29, loss: 0.01278460
best_epoch 16, best_loss: 8.85082649
Train 30, loss: 0.01278338
best_epoch 16, best_loss: 8.85082649
Train 31, loss: 0.01274291
best_epoch 16, best_loss: 8.85082649
Train 32, loss: 0.01278109
best_epoch 16, best_loss: 8.85082649
Train 33, loss: 0.01272739
best_epoch 16, best_loss: 8.85082649
Train 34, loss: 0.01275710
best_epoch 16, best_loss: 8.85082649
Train 35, loss: 0.01277892
best_epoch 16, best_loss: 8.85082649
Train 36, loss: 0.01272887
best_epoch 16, best_loss: 8.85082649
Train 37, loss: 0.01271859
best_epoch 16, best_loss: 8.85082649
Train 38, loss: 0.01272892
best_epoch 16, best_loss: 8.85082649
Train 39, loss: 0.01291330
best_epoch 16, best_loss: 8.85082649
Train 40, loss: 0.01299143
best_epoch 16, best_loss: 8.85082649
Train 41, loss: 0.01285625
best_epoch 16, best_loss: 8.85082649
Train 42, loss: 0.01281024
best_epoch 16, best_loss: 8.85082649
Train 43, loss: 0.01276954
best_epoch 16, best_loss: 8.85082649
Train 44, loss: 0.01282227
best_epoch 16, best_loss: 8.85082649
Train 45, loss: 0.01285221
best_epoch 16, best_loss: 8.85082649
Train 46, loss: 0.01284009
best_epoch 16, best_loss: 8.85082649
Train 47, loss: 0.01274052
best_epoch 16, best_loss: 8.85082649
Train 48, loss: 0.01270115
best_epoch 16, best_loss: 8.85082649
Train 49, loss: 0.01271193
best_epoch 16, best_loss: 8.85082649
Train 50, loss: 0.01268244
best_epoch 16, best_loss: 8.85082649
<config.params object at 0x7f6ab9a74d30>
<config.params object at 0x7f2c28bd1fd0>
<config.params object at 0x7fcb98dbad30>
Train 1, loss: 0.04420869
best_epoch 1, best_loss: 58.15561742 , best_losscd: 0.04317075
Train 2, loss: 0.03731108
best_epoch 2, best_loss: 44.04338929 , best_losscd: 0.03830738
<config.params object at 0x7f7f2a21cd30>
Train 1, loss: 0.04421587
best_epoch 1, best_loss: 46.84997697 , best_losscd: 0.03943613
